t,v,h,a
0.033,,,
0.533,1.0,6.1,
,,,
1.533,8.0,6.1,
2.033,14.0,6.1,
2.533,18.0,6.1,
3.033,24.0,6.1,
3.533,28.0,6.1,
4.033,34.0,6.1,
4.533,36.0,6.2,
5.033,42.0,6.2,0.21236833163438662
5.533,48.0,6.2,0.2463472646958885
6.033,51.0,6.2,0.2633367312266394
6.533,57.0,6.2,0.2774946200022652
7.033,61.0,6.2,0.2661683089817646
7.533,66.0,6.2,0.2718314644920149
8.033,71.0,6.2,0.26616830898176463
8.533,76.0,6.2,0.27183146449201495
9.033,82.0,6.2,0.27183146449201495
,,,
,,,
10.533,97.0,6.3,0.2888209310227659
11.033,103.0,6.3,0.2888209310227659
11.533,109.0,6.3,0.2888209310227659
12.033,114.0,6.3,0.30014724204326654
12.533,119.0,6.3,0.2944840865330162
13.033,125.0,6.3,0.30581039755351686
13.533,131.0,6.4,0.3114735530637671
14.033,137.0,6.4,0.31713670857401743
14.533,143.0,6.4,0.3227998640842677
15.033,149.0,6.4,0.3227998640842677
15.533,155.0,6.4,0.328463019594518
16.033,162.0,6.5,0.3341261751047682
16.533,167.0,6.5,0.3284630195945179
,,,
17.533,188.0,6.5,0.3596103749008946
18.033,187.0,6.6,0.32563144183939274
18.533,193.0,6.6,0.32563144183939274
19.033,199.0,6.6,0.32563144183939274
19.533,205.0,6.6,0.32563144183939274
20.033,213.0,6.7,0.3369577528598934
20.533,218.0,6.7,0.33129459734964306
21.033,226.0,6.7,0.3426209083701437
21.533,233.0,6.8,0.3426209083701438
22.033,248.0,6.8,0.3992524634726469
22.533,247.0,6.8,0.33412617510476833
23.033,254.0,6.9,0.3794314191867708
23.533,261.0,6.9,0.38509457469702113
24.033,269.0,6.9,0.39642088571752176
,,,
25.033,283.0,1.8,0.4020840412277721
25.533,298.0,1.8,0.44172612979952425
26.033,298.0,1.1,0.4134103522482727
26.533,305.0,1.1,0.4077471967380224
,,,
,,,
28.033,338.0,1.3,0.43039981877902367
,,,
29.033,345.0,1.4,0.3652735304111451
,,,
30.033,361.0,1.5,0.4162419300033979
30.533,369.0,1.5,0.4219050855136482
,,,
31.533,386.0,1.6,0.43039981877902367
32.033,396.0,1.7,0.44172612979952425
32.533,404.0,1.7,0.44738928530977456
33.033,414.0,1.8,0.41907350775852303
33.533,421.0,1.8,0.4587155963302752
34.033,432.0,1.9,0.4813682183712764
34.533,439.0,2.8,0.4587155963302752
35.033,449.0,2.8,0.4955261071469022
35.533,458.0,2.1,0.5011892626571525
36.033,467.0,2.1,0.5068524181674028
36.533,477.0,2.2,0.5153471514327783
37.033,487.0,2.3,0.5153471514327783
37.533,496.0,2.3,0.5210103069430286
,,,
38.533,516.0,2.5,0.5210103069430286
39.033,527.0,2.6,0.5436629289840298
39.533,536.0,2.6,0.5323366179635293
40.033,548.0,2.7,0.5606523955147807
40.533,557.0,2.8,0.5549892400045304
41.033,567.0,2.9,0.5606523955147807
41.533,578.0,2.9,0.5719787065352814
42.033,598.0,3.8,0.6286102616377846
42.533,601.0,3.1,0.5889681730660323
43.033,612.0,3.2,0.600294484086533
43.533,623.0,3.3,0.6059576395967833
44.033,634.0,3.4,0.6059576395967833
44.533,644.0,3.4,0.6116207951070336
45.033,657.0,3.5,0.6172839506172839
45.533,668.0,3.6,0.6286102616377846
46.033,688.0,3.7,0.6852418167402876
46.533,691.0,3.8,0.6399365726582852
47.033,703.0,3.9,0.5946313285762826
47.533,716.0,4.8,0.6512628836787858
48.033,727.0,4.1,0.6512628836787858
48.533,748.0,4.2,0.7078944387812889
49.033,752.0,4.3,0.6682523502095367
49.533,765.0,4.4,0.6852418167402876
50.033,779.0,4.5,0.6909049722505379
50.533,798.0,4.6,0.7362102163325405
51.033,885.0,4.7,1.1156416355193113
51.533,817.0,4.8,0.7135575942915392
52.033,832.0,5.8,0.7305470608222902
,,,
53.033,859.0,5.2,0.7333786385774153
53.533,871.0,5.3,0.7390417940876656
54.033,885.0,5.4,0.6993997055159135
,,,
55.033,913.0,5.6,0.7560312606184165
55.533,928.0,5.8,0.7673575716389172
56.033,943.0,5.9,0.7730207271491675
,,,
57.033,972.0,6.1,0.7475365273530411
,,,
58.033,1004.0,6.4,0.34545248612526896
58.533,1017.0,6.5,0.8041680824555442
59.033,1033.0,6.7,0.8098312379657945
59.533,1048.0,6.8,0.8183259712311699
60.033,1064.0,6.9,0.8409785932721712
60.533,1079.0,7.1,0.8466417487824215
61.033,1095.0,7.2,0.8579680598029221
61.533,1111.0,7.4,0.8636312153131724
62.033,1126.0,7.5,0.8636312153131724
62.533,1142.0,7.7,0.872125948578548
63.033,1158.0,7.8,0.872125948578548
63.533,1174.0,8.8,0.8891154151092988
64.033,1189.0,8.1,0.8834522595990485
64.533,1205.0,8.3,0.8891154151092988
65.033,1221.0,8.4,0.8891154151092988
65.533,1236.0,8.6,0.8891154151092988
66.033,1253.0,8.7,0.8947785706195491
66.533,1269.0,8.9,0.8947785706195491
67.033,1285.0,9.8,0.9004417261297994
67.533,1301.0,9.2,0.9004417261297994
68.033,1328.0,9.4,0.9627364367425528
68.533,1336.0,9.5,0.9174311926605504
69.033,1355.0,9.7,0.9400838147015517
69.533,1373.0,9.9,0.9514101257220523
70.033,1391.0,10.8,0.9627364367425529
70.533,1408.0,10.2,0.9740627477630535
71.033,1427.0,10.4,0.9853890587835541
71.533,1447.0,10.6,1.0080416808245554
72.033,1466.0,10.7,1.0250311473553062
72.533,1485.0,10.9,1.0420206138860573
,,,
73.533,1518.0,11.2,0.982557481028429
74.033,1542.0,11.4,1.073167969192434
74.533,1562.0,11.6,1.0788311247026843
75.033,1585.0,11.8,1.1071469022539357
75.533,1604.0,12.8,1.1128100577641862
76.033,1628.0,12.2,1.1524521463359383
76.533,1647.0,12.4,1.1524521463359383
77.033,1667.0,12.6,1.1524521463359383
77.533,1698.0,12.8,1.220410012458942
78.033,1712.0,13.8,1.1920942349076904
78.533,1734.0,13.2,1.2232415902140672
79.033,1768.0,13.4,1.2798731453165704
79.533,1788.0,13.6,1.2798731453165704
,,,
80.533,1826.0,14.8,1.257220523275569
81.033,1853.0,14.2,1.3025257673575714
81.533,1874.0,14.4,1.2855363008268206
,,,
82.533,1923.0,14.8,1.3166836561331974
83.033,1958.0,15.1,1.401630988786952
83.533,1973.0,15.3,1.311020500622947
,,,
84.533,2023.0,15.7,1.3733152112357003
,,,
85.533,2076.0,16.2,1.398799411031827
86.033,2105.0,16.4,1.3704836334805752
86.533,2127.0,16.6,1.3818099445010759
87.033,2158.0,16.9,1.4497678106240797
87.533,2183.0,17.1,1.438441499603579
88.033,2213.0,17.4,1.4894098991958318
88.533,2237.0,17.6,1.4865783214407067
89.033,2269.0,17.9,1.4695888549099556
89.533,2297.0,18.1,1.5432098765432098
90.033,2327.0,18.4,1.5715256540944613
90.533,2356.0,18.6,1.585683542870087
91.033,2385.0,18.9,1.585683542870087
91.533,2414.0,19.1,1.6253256314418394
92.033,2444.0,19.4,1.619662475931589
92.533,2471.0,19.6,1.6309887869520896
93.033,2506.0,19.9,1.659304564503341
93.533,2532.0,20.2,1.6706308755238417
94.033,2567.0,20.5,1.6876203420545928
94.533,2594.0,20.7,1.6819571865443423
95.033,2638.0,21.8,1.7612413636878468
95.533,2663.0,21.3,1.7385887416468455
96.033,2695.0,21.6,1.7555782081775964
96.533,2727.0,21.9,1.7725676747083474
97.033,2761.0,22.1,1.7952202967493487
97.533,2791.0,22.4,1.8122097632800995
98.033,2829.0,22.7,1.8291992298108506
98.533,2858.0,23.8,1.8461886963416014
99.033,2896.0,23.3,1.8631781628723525
99.533,2926.0,23.6,1.8801676294031033
100.033,2967.0,23.9,1.8631781628723525
100.533,2997.0,24.2,1.891493940423604
101.033,3036.0,24.5,1.931136028995356
101.533,3069.0,24.8,1.9367991845056065
102.033,3106.0,25.1,1.9537886510363573
102.533,3139.0,25.4,1.9707781175671082
103.033,3182.0,25.8,1.9990938951183599
103.533,3214.0,26.1,2.0160833616491107
104.033,3256.0,26.4,2.038735983690112
104.533,3293.0,26.7,2.0783780722618643
105.033,3331.0,27.1,2.0613886057311133
105.533,3371.0,27.4,2.118020160833616
106.033,3409.0,27.7,2.112357005323366
106.533,3447.0,28.1,2.1406727828746175
107.033,3486.0,28.4,2.1519990938951183
107.533,3528.0,28.8,2.202967493487371
108.033,3566.0,29.1,2.1746517159361196
108.533,3607.0,29.4,2.2256201155283724
109.033,3653.0,29.8,2.2482727375693736
109.533,3698.0,30.2,2.293577981651376
110.033,3735.0,30.6,2.2879148261411255
110.533,3773.0,30.9,2.276588515120625
111.033,3817.0,31.3,2.310567448182127
111.533,3859.0,31.6,2.333220070223128
112.033,3903.0,32.8,2.3615358477743795
112.533,3947.0,32.4,2.3728621587948804
113.033,3989.0,32.7,2.3955147808358817
,,,
,,,
114.533,4123.0,33.9,2.416279684373466
115.033,4169.0,34.3,2.416279684373466
115.533,4213.0,34.7,2.4106165288632155
116.033,4261.0,35.1,2.472911239475969
,,,
117.033,4352.0,35.9,2.5153849058028466
117.533,4399.0,36.3,2.5323743723335976
118.033,4444.0,36.7,2.5493638388643483
118.533,4491.0,37.1,2.5663533053950993
119.033,4541.0,37.5,2.600332238456601
119.533,4589.0,37.9,2.634311171518103
120.033,4636.0,38.3,2.6475252010420203
120.533,4683.0,38.8,2.6531883565522705
121.033,4733.0,39.2,2.6871672896137726
121.533,4781.0,39.6,2.6871672896137726
122.033,4832.0,40.1,2.718314644920149
122.533,4881.0,40.5,2.72964095594065
,,,
123.533,4981.0,41.4,2.7579567334919015
124.033,5031.0,41.8,2.7749462000226526
124.533,5084.0,42.3,2.791935666553403
125.033,5135.0,42.7,2.8089251330841543
125.533,5181.0,43.2,2.803261977573904
126.033,5239.0,43.7,2.865556688186657
126.533,5282.0,44.1,2.8259145996149053
127.033,5343.0,44.6,2.8995356212481593
127.533,5389.0,45.8,2.871219843696908
128.033,5447.0,45.5,2.92218824328917
128.533,5508.0,46.8,2.984482953901923
129.033,5549.0,46.5,2.9335145543096703
129.533,5602.0,46.9,2.9335145543096703
130.033,5663.0,47.5,2.9901461094121737
,,,
131.033,5761.0,48.4,3.0071355759429244
131.533,5813.0,48.9,2.9731566428814227
,,,
,,,
,,,
,,,
,,,
134.533,6132.0,52.8,3.030732057235634
,,,
135.533,6237.0,53.8,2.9825952353985064
136.033,6291.0,53.5,3.027900479480509
136.533,6345.0,54.1,3.0052478574394983
137.033,6399.0,54.6,2.9656057688677464
137.533,6451.0,55.1,3.0279004794804996
138.033,6504.0,55.7,3.0279004794804996
138.533,6556.0,56.2,2.976932079888247
139.033,6608.0,56.7,2.993921546418998
139.533,6662.0,57.3,3.0052478574394983
140.033,6715.0,57.8,3.00430399818779
140.533,6766.0,58.4,2.9958092649224146
141.033,6824.0,59.8,3.018461886963416
141.533,6878.0,59.5,3.018461886963416
142.033,6932.0,60.1,3.018461886963416
142.533,6985.0,60.7,3.024125042473666
143.033,7039.0,61.2,3.0297881979839163
143.533,7091.0,61.8,3.0297881979839163
144.033,7146.0,62.4,3.0467776645146674
144.533,7192.0,62.9,3.001472420432665
145.033,7254.0,63.5,3.0524408200249176
145.533,7308.0,64.8,3.0694302865556686
146.033,7359.0,64.7,3.0297881979839163
146.533,7407.0,65.2,2.9958092649224146
147.033,7478.0,65.9,3.09208290859667
147.533,7525.0,66.5,3.0581039755351678
148.033,7571.0,67.8,3.0127987314531657
148.533,7569.0,67.6,2.7069883338996488
149.033,7561.0,68.2,2.350209536753879
149.533,7551.0,68.8,2.033072828179862
150.033,7541.0,69.4,1.6253256314418392
150.533,7532.0,70.8,1.2685468342960697
151.033,7522.0,70.6,0.9230943481708007
151.533,7515.0,71.1,0.6116207951070336
152.033,7504.0,71.8,0.1472420432665081
,,,
153.033,7485.0,72.9,-0.17272624306263445
153.533,7477.0,73.4,-0.47853664061615125
154.033,7466.0,74.8,-0.529505040208404
154.533,7458.0,74.6,-0.529505040208404
155.033,7458.0,75.2,-0.472873485105901
155.533,7461.0,75.7,-0.3992524634726469
156.033,7466.0,76.4,-0.3199682863291426
156.533,7469.0,76.9,-0.24634726469588855
,,,
157.533,7477.0,78.8,-0.18405255408313512
158.033,7481.0,78.6,-0.09910522142938046
158.533,7485.0,79.1,-0.02265262204100125
159.033,7489.0,79.7,0.04530524408200248
,,,
160.033,7497.0,86.8,0.13025257673575716
,,,
161.033,7505.0,81.9,0.19821044285876088
161.533,7589.0,82.4,0.673915505719787
162.033,7514.0,83.8,0.2321893759202627
162.533,7517.0,83.5,0.22086306489976207
163.033,7522.0,84.1,0.2321893759202627
163.533,7526.0,84.7,0.2321893759202627
164.033,7538.0,85.2,0.27749462000226516
164.533,7534.0,85.7,0.2321893759202627
165.033,7539.0,86.3,0.237852531430513
165.533,7543.0,86.8,0.237852531430513
166.033,7548.0,87.4,0.2435156869407633
166.533,7552.0,87.9,-0.20953675387926157
167.033,7557.0,88.5,0.24351568694076337
167.533,7561.0,89.8,0.24917884245101368
168.033,7566.0,89.5,0.24917884245101368
,,,
169.033,7575.0,90.6,0.25201042020613884
169.533,7579.0,91.1,0.20670517612413636
170.033,7585.0,91.7,0.2633367312266395
170.533,7589.0,92.2,0.25767357571638916
171.033,7594.0,92.8,0.2633367312266395
171.533,7599.0,93.3,0.2633367312266395
172.033,7603.0,93.8,0.2633367312266395
172.533,7608.0,94.3,0.2633367312266395
173.033,7613.0,94.9,0.26899988673688974
173.533,7618.0,95.4,0.26899988673688974
174.033,7623.0,96.8,0.2718314644920149
174.533,7628.0,96.5,0.2774946200022652
175.033,7633.0,97.8,0.2718314644920149
175.533,7638.0,97.5,0.2774946200022652
176.033,7644.0,98.1,0.28315777551251553
176.533,7648.0,98.5,0.2774946200022652
177.033,7653.0,99.8,0.28315777551251553
177.533,7659.0,99.5,0.28882093102276585
,,,
178.533,7669.0,108.6,0.28882093102276585
,,,
179.533,7688.0,101.6,0.3143051308188923
180.033,7686.0,102.2,0.27466304224714005
180.533,7691.0,102.6,0.27466304224714005
,,,
181.533,7702.0,103.6,0.2774946200022652
182.033,7708.0,104.2,0.28315777551251553
182.533,7713.0,104.7,0.2774946200022652
183.033,7719.0,105.2,0.28882093102276585
183.533,7724.0,105.7,0.28882093102276585
184.033,7729.0,106.2,0.28315777551251553
184.533,7735.0,106.6,0.28882093102276585
185.033,7742.0,107.2,0.27466304224714005
185.533,7747.0,107.7,0.3143051308188922
186.033,7753.0,108.2,0.31996828632914254
186.533,7759.0,108.7,0.3227998640842677
187.033,7765.0,109.2,0.3227998640842677
187.533,7771.0,109.7,0.328463019594518
,,,
188.533,7783.0,110.7,0.328463019594518
189.033,7789.0,111.1,0.33412617510476833
189.533,7795.0,111.6,0.33978933061501865
190.033,7882.0,112.1,0.7985049269452938
190.533,7808.0,112.6,0.3397893306150187
,,,
191.533,7821.0,113.6,0.3482840638803942
192.033,7828.0,114.1,0.3539472193906445
192.533,7834.0,114.6,0.3539472193906445
193.033,7848.0,115.8,0.399252463472647
193.533,7847.0,115.5,0.3596103749008948
194.033,7854.0,116.8,0.36527353041114513
194.533,7861.0,116.5,0.37093668592139545
195.033,7867.0,116.9,0.37093668592139545
195.533,7874.0,117.4,-0.08211575489862949
196.033,7888.0,117.9,0.4162419300033979
196.533,7887.0,118.4,0.3737682636765205
197.033,7893.0,118.8,0.36810510816627023
197.533,7908.0,119.3,0.41907350775852303
198.033,7987.0,119.8,0.7871786159247932
198.533,7914.0,120.3,0.3794314191867708
199.033,7921.0,120.7,0.3794314191867708
199.533,7927.0,121.2,0.3737682636765205
200.033,7934.0,121.6,0.3794314191867708
200.533,7942.0,122.1,0.38509457469702113
201.033,7949.0,122.6,0.34545248612526896
201.533,7955.0,123.8,0.38509457469702113
202.033,7962.0,123.5,0.39075773020727145
202.533,7969.0,123.9,0.34545248612526896
203.033,7976.0,124.4,-0.06229471061275342
203.533,7984.0,124.9,0.39642088571752176
204.033,7991.0,125.3,0.39642088571752176
204.533,7999.0,125.8,0.4077471967380224
205.033,8006.0,126.3,0.4077471967380224
205.533,8014.0,126.7,0.4077471967380224
,,,
206.533,8027.0,127.6,0.40491561898289724
,,,
207.533,8042.0,128.5,0.4134103522482727
208.033,8058.0,129.8,0.4643787518405255
208.533,8058.0,129.4,0.42473666326877335
209.033,8066.0,129.9,0.43039981877902367
,,,
210.033,8081.0,138.8,0.4275682410238985
,,,
,,,
211.533,8104.0,132.1,0.43134367803073204
212.033,8111.0,132.5,0.4256805225204817
212.533,8119.0,133.8,0.43134367803073204
213.033,8128.0,133.4,0.43700683354098235
213.533,8136.0,133.9,0.44550156680635783
214.033,8143.0,134.3,0.44266998905123267
214.533,8151.0,134.7,0.39736474496923013
215.033,8159.0,135.2,0.44266998905123267
215.533,8167.0,135.6,0.44266998905123267
216.033,8175.0,136.8,0.4455015668063578
216.533,8183.0,136.4,0.44738928530977456
217.033,8191.0,136.9,0.4530524408200249
217.533,8199.0,137.3,0.4530524408200249
218.033,8208.0,137.7,0.4530524408200249
218.533,8216.0,138.2,0.4530524408200249
219.033,8224.0,138.6,0.4587155963302752
219.533,8233.0,139.8,0.4643787518405255
220.033,8241.0,139.4,0.4643787518405255
220.533,8249.0,139.9,0.4643787518405255
,,,
221.533,8266.0,140.7,0.4672103295956507
222.033,8274.0,141.1,0.4672103295956507
222.533,8282.0,141.5,0.4672103295956507
223.033,8291.0,142.8,0.472873485105901
,,,
224.033,8308.0,142.8,0.47004190735077583
224.533,8317.0,143.2,0.47570506286102615
225.033,8325.0,143.6,0.47570506286102615
225.533,8334.0,144.8,0.47570506286102615
226.033,8344.0,144.5,0.48703137388152673
226.533,8351.0,144.8,0.4813682183712764
227.033,8368.0,145.2,0.529505040208404
227.533,8369.0,145.6,0.4898629516366519
228.033,8377.0,146.8,0.4898629516366519
228.533,8386.0,146.5,0.4898629516366519
229.033,8396.0,146.9,0.49835768490202736
229.533,8403.0,147.2,0.48703137388152673
230.033,8413.0,147.7,0.49835768490202736
230.533,8421.0,148.8,0.49269452939177705
231.033,8431.0,148.5,0.49269452939177705
231.533,8448.0,148.9,0.5493260844942802
232.033,8449.0,149.3,0.4587155963302752
232.533,8459.0,149.7,0.509683995922528
,,,
233.533,8477.0,158.5,0.5153471514327783
234.033,8487.0,158.9,0.5210103069430286
,,,
235.033,8504.0,151.6,0.5125155736776531
,,,
236.033,8524.0,152.4,0.529505040208404
,,,
237.033,8542.0,153.2,0.5238418846981537
237.533,8551.0,153.6,0.529505040208404
238.033,8561.0,154.8,0.529505040208404
238.533,8578.0,154.4,0.529505040208404
,,,
,,,
,,,
240.533,8689.0,155.9,0.6809944501075998
241.033,8618.0,156.2,0.22227885377732468
241.533,8627.0,156.6,0.22227885377732468
242.033,8639.0,157.1,0.2336051647978253
242.533,8647.0,157.4,0.23077358704270015
243.033,8657.0,157.8,0.23077358704270015
243.533,8667.0,158.1,0.23643674255295047
244.033,8677.0,158.5,0.24209989806320076
244.533,8686.0,158.9,0.23643674255295047
245.033,8696.0,159.3,0.19679465398119828
245.533,8706.0,159.6,0.09627364367425524
,,,
246.533,8726.0,168.4,0.5549892400045304
,,,
247.533,8747.0,161.1,0.563483973269906
248.033,8757.0,161.5,0.5521576622494053
248.533,8766.0,161.8,0.5578208177596556
249.033,8777.0,162.2,0.563483973269906
249.533,8787.0,162.5,0.563483973269906
250.033,8797.0,162.9,0.563483973269906
250.533,8808.0,163.3,0.5748102842904066
251.033,8818.0,163.6,0.5748102842904066
251.533,8828.0,164.8,0.5748102842904066
252.033,8839.0,164.4,0.5804734398006569
252.533,8849.0,164.7,0.5776418620455317
253.033,8859.0,165.8,0.5776418620455317
253.533,8878.0,165.4,0.6342734171480349
,,,
254.533,8891.0,166.1,0.6087892173519084
255.033,8901.0,166.5,0.6087892173519084
255.533,8912.0,166.8,0.6144523728621587
256.033,8922.0,167.2,0.6087892173519052
256.533,8932.0,167.5,0.6087892173519052
257.033,8943.0,167.8,0.6144523728621555
257.533,8954.0,168.2,0.6144523728621555
258.033,8965.0,168.5,0.6201155283724058
258.533,8975.0,168.9,0.6201155283724058
259.033,8986.0,169.2,0.5748102842904034
259.533,8997.0,169.6,0.6002944840865297
,,,
,,,
261.033,9038.0,178.6,0.6210593876241142
261.533,9048.0,178.9,0.615396232113864
,,,
262.533,9062.0,171.6,0.5984067655831162
263.033,9074.0,171.9,0.6097330766036169
263.533,9084.0,172.2,0.6040699210933665
264.033,9097.0,172.6,0.6153962321138671
264.533,9108.0,172.9,0.6153962321138671
265.033,9118.0,173.2,0.6153962321138671
265.533,9129.0,173.6,0.6153962321138671
266.033,9148.0,173.9,0.6607014761958696
266.533,9151.0,174.2,0.600294484086533
267.033,9164.0,174.6,0.6172839506172839
267.533,9174.0,174.9,0.6342734171480349
268.033,9185.0,175.2,0.6286102616377846
268.533,9197.0,175.5,0.6399365726582852
269.033,9208.0,175.9,0.6286102616377846
269.533,9228.0,176.2,0.6795786612300373
270.033,9231.0,176.5,0.6399365726582852
270.533,9243.0,176.8,0.6455997281685355
271.033,9254.0,177.1,0.600294484086533
271.533,9266.0,177.5,0.6512628836787857
272.033,9278.0,177.8,0.6455997281685354
272.533,9288.0,178.1,0.6455997281685354
273.033,9302.0,178.4,0.6625891946992863
273.533,9312.0,178.7,0.6512628836787857
274.033,9325.0,179.1,0.6625891946992863
274.533,9335.0,179.3,0.6059576395967833
275.033,9349.0,179.7,0.6682523502095367
275.533,9359.0,179.9,0.656926039189036
,,,
276.533,9383.0,188.6,0.6625891946992863
277.033,9396.0,188.9,0.6682523502095367
,,,
278.033,9428.0,181.5,0.6909049722505379
278.533,9438.0,181.8,0.6909049722505379
279.033,9444.0,182.1,0.6455997281685354
279.533,9455.0,182.4,0.6512628836787857
280.033,9468.0,182.7,0.6512628836787857
280.533,9479.0,183.8,0.656926039189036
281.033,9492.0,183.3,0.6512628836787858
281.533,9503.0,183.6,0.6569260391890361
282.033,9515.0,183.9,0.6569260391890361
282.533,9528.0,184.2,0.6569260391890361
283.033,9539.0,184.5,0.6286102616377846
283.533,9552.0,184.8,0.6455997281685355
284.033,9566.0,185.1,0.6909049722505379
284.533,9576.0,185.4,0.6852418167402876
285.033,9598.0,185.7,0.7362102163325405
285.533,9602.0,186.8,0.6965681277607882
286.033,9614.0,186.2,0.6909049722505379
286.533,9627.0,186.5,0.7022312832710386
287.033,9639.0,186.8,0.7022312832710386
287.533,9652.0,187.1,0.7022312832710386
288.033,9664.0,187.4,0.7078944387812889
288.533,9676.0,187.7,0.7022312832710386
289.033,9698.0,188.8,0.7475365273530411
289.533,9781.0,188.2,1.1609468796013138
290.033,9716.0,188.5,0.6682523502095368
290.533,9727.0,188.8,0.7078944387812889
291.033,9741.0,189.1,0.7192207498017895
291.533,9753.0,189.3,0.7135575942915392
292.033,9766.0,189.6,0.7192207498017895
292.533,9788.0,189.9,0.7701891493940424
,,,
293.533,9804.0,198.4,0.7475365273530411
294.033,9817.0,198.7,0.7531996828632914
,,,
295.033,9845.0,191.3,0.7078944387812889
295.533,9857.0,191.6,0.3058103975535168
296.033,9878.0,191.8,0.7928417714350435
296.533,9882.0,192.1,0.7531996828632914
297.033,9897.0,192.4,0.7588628383735417
,,,
298.033,9923.0,192.9,0.764525993883792
298.533,9936.0,193.2,0.764525993883792
299.033,9947.0,193.4,0.7022312832710386
299.533,9962.0,193.7,0.7418733718427908
300.033,9975.0,194.8,0.7418733718427908
300.533,9987.0,194.2,0.7305470608222902
,,,
,,,
302.033,10025.0,195.8,0.7343224978291237
302.533,10037.0,195.2,0.6833540982368709
303.033,10058.0,195.5,0.7796277419111262
303.533,10062.0,195.7,0.7173330312983728
304.033,10075.0,196.8,0.7173330312983728
304.533,10087.0,196.2,0.7116698757881225
305.033,10099.0,196.5,0.7173330312983728
305.533,10111.0,196.8,0.7003435647676218
,,,
306.533,10134.0,197.2,0.6918488315022463
307.033,10146.0,197.5,0.6918488315022463
307.533,10158.0,197.7,0.6880733944954128
,,,
308.533,10179.0,198.2,0.6795786612300373
,,,
309.533,10283.0,198.7,0.855136482047797
310.033,10216.0,199.8,0.4530524408200249
310.533,10226.0,199.2,0.43606297428927393
311.033,10239.0,199.4,0.44172612979952425
,,,
312.033,10262.0,199.9,0.43889455204439914
312.533,10274.0,200.1,0.43889455204439914
313.033,10285.0,200.4,0.436062974289274
313.533,10297.0,200.6,0.436062974289274
,,,
314.533,10328.0,201.1,0.45588401857515004
315.033,10333.0,201.3,0.42473666326877335
315.533,10343.0,201.5,0.18688413183826025
316.033,10357.0,201.8,0.6455997281685355
316.533,10367.0,202.8,0.6455997281685355
317.033,10381.0,202.2,0.6512628836787857
,,,
318.033,10484.0,202.6,0.8777891040887982
318.533,10417.0,202.9,0.43039981877902367
319.033,10429.0,203.1,0.43606297428927393
319.533,10441.0,203.3,0.43606297428927393
320.033,10454.0,203.6,0.4219050855136482
320.533,10464.0,203.7,0.4502208630648997
321.033,10477.0,204.8,0.4672103295956507
321.533,10488.0,204.2,0.4502208630648997
,,,
322.533,10515.0,204.6,0.47004190735077583
,,,
,,,
,,,
,,,
325.033,10577.0,205.7,0.4609808585343753
,,,
326.033,10682.0,206.1,0.46664401404462563
326.533,10613.0,206.3,0.455317703024125
327.033,10627.0,206.5,0.46664401404462563
327.533,10638.0,206.7,0.4609808585343753
,,,
328.533,10663.0,207.1,0.45814928077925016
329.033,10677.0,207.3,0.4808019028202514
,,,
330.033,10782.0,207.7,0.7044965454751387
330.533,10715.0,207.9,0.26277041567561443
,,,
331.533,10742.0,208.3,0.26277041567561443
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
336.033,10859.0,218.8,0.26616830898176463
336.533,10872.0,218.2,0.04247366632687734
,,,
337.533,10988.0,218.6,0.7616944161286668
,,,
,,,
339.033,10948.0,211.1,0.6069014988484916
,,,
340.033,10967.0,211.5,0.5984067655831162
340.533,10988.0,211.6,0.6465435874202439
